Sale Type,SKU,Name,Summer - Sale Price DR,Summer - Sale Price TW,Summer - Sale Price OR
"Overstock, Hero - Big Discount",3702,(DC) Imperial glass holder (Elliot Glass Holder - Chrome),29.99,29.99,
"Overstock, Hero - Big Discount",S30-Black,(DC) Sanimaid Copenhagen Hygienic Toilet Brush and Wall Holder - Black,19.99,19.99,
Overstock,3306,(DC) Wilde robe hook (Rachel Robe Hook),20.99,20.99,
Overstock,WP005C,Crosswater Wisp Double Holder Chrome,39.99,39.99,-0.01
Overstock,SUB60XRVB2W,Villeroy & Boch Waste Kit for Subway 60XR RH / LH Drainer,39.99,39.99,-0.01
Overstock,XC60SSCLO,Imex Xcite Wall Mounted Side Storage Unit - Light Oak,99.99,99.99,-0.01
Hero - Big Discount,POTFIL02,Harbour Stature Deck Mounted Pot Filler Kitchen Tap - Matt Black,,89.99,-0.01
Hero - Big Discount,POTFIL01,Harbour Stature Deck Mounted Pot Filler Kitchen Tap - Chrome,,79.99,-0.01
Hero - Big Discount,TRADPOTFIL01,Butler & Rose Baxter Traditional Wall Mounted Pot Filler Kitchen Tap - Chrome,,64.99,
Overstock,HBSTAT07,-,18.99,18.99,#VALUE!
Overstock,dr-emily-500-wm-1drw-noc-dw,(DC) Emily 500mm Wall Mounted Driftwood 1 Drawer Unit,179.99,179.99,179.99
Overstock,Arcade-900-Basin-Legs-0-TH,(DC) Arcade 900mm Basin with Overflow and Ceramic Console Legs - No Tap Hole,438.99,438.99,449.99
Overstock,Volente-Frost-Hinge-Door-100-100,Eastbrook Volente Frosted Hinged Shower Door - 1000mm Door - 1000mm Side Panel,954.99,954.99,-0.01
Overstock,Volente-Frost-Hinge-Door-100-70,Eastbrook Volente Frosted Hinged Shower Door - 1000mm Door - 700mm Side Panel,874.99,874.99,-0.01
Overstock,Volente-Frost-Hinge-Door-100-76,Eastbrook Volente Frosted Hinged Shower Door - 1000mm Door - 760mm Side Panel,889.99,889.99,-0.01
Overstock,Volente-Frost-Hinge-Door-100-80,Eastbrook Volente Frosted Hinged Shower Door - 1000mm Door - 800mm Side Panel,904.99,904.99,-0.01
Overstock,Volente-Frost-Hinge-Door-100-90,Eastbrook Volente Frosted Hinged Shower Door - 1000mm Door - 900mm Side Panel,924.99,924.99,-0.01
,virtue-800-vu-MW-GR-BBh-BBfr,"Harbour Virtue 800mm Wall Hung Vanity Unit with LED Illumination, Brushed Brass Frame Shelf & Grey Basin - Matt White & Brushed",709.99,709.99,669.99
,virtue-800-vu-MW-WH-BBh-BBfr,"Harbour Virtue 800mm Wall Hung Vanity Unit with LED Illumination, Brushed Brass Frame Shelf & White Basin - Matt White & Brushed",669.99,669.99,629.99
,Harbour-Virtue-800-VU-Mw-Fr-Gr,"Harbour Virtue 800mm Wall Hung Vanity Unit with LED Illumination, Black Framed Shelf & Grey Basin - Matt White & Matt Black Hand",659.99,659.99,624.99
,virtue-600-vu-MW-GR-BBh-BBfr,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Brushed Brass Frame Shelf & Grey Basin - Matt White & Brushed",609.99,609.99,579.99
,virtue-600-vu-RO-GR-BBh-BBfr,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Brushed Brass Frame Shelf & Grey Basin - Rustic Oak & Brushed",599.99,599.99,569.99
,virtue-600-vu-MW-WH-BBh-BBfr,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Brushed Brass Frame Shelf & White Basin - Matt White & Brushed",599.99,599.99,569.99
,virtue-600-vu-RO-WH-BBh-BBfr,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Brushed Brass Frame Shelf & White Basin - Rustic Oak & Brushed",569.99,569.99,539.99
,Harbour-Virtue-600-VU-Mw-Fr-Gr,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Black Framed Shelf & Grey Basin - Matt White & Matt Black Hand",559.99,559.99,534.99
,Harbour-Virtue-600-VU-Ro-Fr-GR,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Black Framed Shelf & Grey Basin - Rustic Oak & Matt Black Hand",549.99,549.99,524.99
,Harbour-Virtue-600-VU-Mw-Fr-Wh,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Black Framed Shelf & White Basin - Matt White & Matt Black Han",549.99,549.99,524.99
,virtue-800-vu-MW-GR-BBh,Harbour Virtue 800mm Wall Hung Vanity Unit with LED Illumination & Grey Basin - Matt White & Brushed Brass Handle,539.99,539.99,514.99
,Harbour-Virtue-600-VU-Ro-Fr-WH,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Black Framed Shelf & White Basin - Rustic Oak & Matt Black Han",529.99,529.99,504.99
,virtue-800-vu-MW-WH-BBh,Harbour Virtue 800mm Wall Hung Vanity Unit with LED Illumination & White Basin - Matt White & Brushed Brass Handle,499.99,499.99,479.99
,virtue-600-vu-MW-GR-BBh,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination & Grey Basin - Matt White & Brushed Brass Handle,469.99,469.99,449.99
Overstock,vel-combo-lh-1100-cis-white,Vellamo Structure 1100mm Combination Basin & Toilet Unit Gloss White - Left Hand with Cistern,309.99,309.99,299.99
,virtue-600-vu-RO-GR-BBh,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination & Grey Basin - Rustic Oak & Brushed Brass Handle,449.99,449.99,434.99
,Harbour-Virtue-600-Wall-VU-Mw-Gr,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination Grey Basin - Matt White & Matt Black Handle,449.99,449.99,434.99
,virtue-600-vu-MW-WH-BBh,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination & White Basin - Matt White & Brushed Brass Handle,449.99,449.99,434.99
,Harbour-Virtue-600-VU-Ro-GR,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination & Grey Basin - Rustic Oak & Matt Black Handle,409.99,409.99,399.99
,Harbour-Virtue-600-VU-Ro-WH,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination & White Basin - Rustic Oak & Matt Black Handle,389.99,389.99,379.99
,hs-black-800-panel-with-flipper,(DC) Harbour Status Matt Black Easy Clean 8mm Walk In Shower Panel & Flipper - 800mm (Scudo),354.99,354.99,
Overstock,crosswater-bel-x-wm-bath-spout,Crosswater Belgravia Lever Wall Mounted Bath Spout,309.99,309.99,314.99
,OC23AAWHA,RAK Fireclay Cleaner Sink - CLEANSINK,,244.99,
,dr-freddie-600-floor-bvu-oak,Drench Freddie 600mm Floorstanding Vanity Unit & Basin - Davos Oak,339.99,339.99,
,dr-freddie-600-floor-bvu-white,Drench Freddie 600mm Floorstanding Vanity Unit & Basin - Gloss White,319.99,319.99,
,dr-freddie-600-floor-bvu-grey,Drench Freddie 600mm Floorstanding Vanity Unit & Basin - Dust Grey,339.99,339.99,
,dr-freddie-600-floor-bvu-green,Drench Freddie 600mm Floorstanding Vanity Unit & Basin - Reed Green,339.99,339.99,
,dr-1700p-armour-bath-and-panel,(DC) Drench P Shaped Reinforced Shower Bath with Panel - Left Hand - 1700mm,349.99,349.99,
Hero - Big Discount,BLACK245,(DC) Harbour Status Matt Black 3 Hole Basin Mixer Tap (Mono Range),149.99,149.99,
Hero - Big Discount,BLACK248,Harbour Status Matt Black Wall Mounted Basin Mixer Tap (Mono Range),134.99,134.99,
,BLACK241,(DC) Harbour Status Matt Black Basin Mixer Tap (Mono Range),74.99,74.99,
,BLACK001,Harbour Status Matt Black 1 Outlet Concealed Thermostatic Shower Valve (Mono Range),174.99,174.99,
,BLACK008,Harbour Status Matt Black Thermostatic Exposed Shower Kit (Mono Range),239.99,239.99,
,BLACK005,(DC) Harbour Status Matt Black Wall Mounted Shower Arm (Mono Range),38.99,38.99,
,MLTABE9,Vellamo Twist Matt Black Wall Mounted Basin Tap with Easy Plumb Installation Kit,149.99,149.99,
,MLTABE6EP,"Vellamo Twist Matt Black Floorstanding Bath Shower Mixer, Shower Kit & Easy Plumb Installation Kit",474.99,474.99,
Overstock,20FC11125G,(DC) Full Circle Grunge Buster Grout & Tile Brush - Green,11.99,11.99,
,HBSTAT03,Harbour Status Brushed Brass Bath Filler,129.99,129.99,
,VELTWISTBT01,Vellamo Twist Matt Black Wall Mounted Basin Tap & Easy Installation Kit,184.99,184.99,
,PDT-000032,(DC) Butler & Rose Elizabeth Single Lever Traditional Mono Kitchen Mixer Tap - Brushed Copper,94.99,94.99,
,PDT-000016,Vellamo Inspire Pull Out Mono Kitchen Mixer Tap - Matt Black,,94.99,
Hero - Good Seller,HBCLA91,Harbour Clarity Basin Mixer Tap - Chrome,56.99,56.99,
Hero - Good Seller,VELVENT01,Vellamo Venta Basin Mixer Tap & Waste - Chrome,64.99,56.99,
Hero - Good Seller,HBCLA94,Harbour Clarity Basin Mixer Tap - Matt Black,74.99,74.99,
Hero - Good Seller,VELCON01,Vellamo Connect Basin Mixer Tap & Waste - Chrome,74.99,69.99,
Hero - Good Seller,HBSTAT86,Harbour Status Basin Mixer Tap & Waste - Chrome,69.99,69.99,
Hero - Good Seller,VELTWIST57,Vellamo Twist Chrome Basin Mixer Tap & Waste,56.99,45.99,
Hero - Good Seller,HBCLKN06,Harbour Clarity Knurled Mini Mono Basin Mixer Tap & Waste - Chrome,84.99,84.99,
Hero - Good Seller,HBCLKN07,Harbour Clarity Knurled Mini Mono Basin Mixer Tap & Waste - Matt Black,94.99,94.99,
Hero - Good Seller,HBCLKN08,Harbour Clarity Knurled Mini Mono Basin Mixer Tap & Waste - Brushed Brass,104.99,104.99,
Hero - Good Seller,HBCLKN09,Harbour Clarity Knurled Mini Mono Basin Mixer Tap & Waste - Gunmetal,114.99,114.99,
Hero - Good Seller,HBCLKN10,Harbour Clarity Knurled Mini Mono Basin Mixer Tap & Waste - Brushed Bronze,114.99,114.99,
Hero - Good Seller,HBSTAT100,Harbour Status Basin Mixer Tap with Slotted Basin Waste - Gunmetal,114.99,94.99,
Hero - Good Seller,HBSTAT84,Harbour Status Basin Mixer Tap with Slotted Basin Waste - Brushed Bronze,119.99,114.99,
Hero - Big Discount,CTB-BWLPNK,Drench Hue Round Countertop Bowl - Pink,99.99,99.99,
Hero - Big Discount,CTB-BWLGR,Drench Hue Round Countertop Bowl - Green,99.99,99.99,
Hero - Big Discount,CTB-BWLTL,Drench Hue Round Countertop Bowl - Teal,99.99,99.99,
"Marketing request - Wow, Hero - Big Discount",CTB-CCFLTRNV,Harbour Concrete 400mm Fluted Round Countertop Bowl - Navy Blue,179.99,179.99,
"Marketing request - Wow, Hero - Big Discount",CTB-CCFLTRCC,Harbour Concrete 400mm Fluted Round Countertop Bowl - Warm Grey,179.99,179.99,
"Marketing request - Wow, Hero - Big Discount",CTB-CCORGTP,Harbour Concrete 534mm Organic Countertop Basin - Warm Grey,179.99,179.99,
"Marketing request - Wow, Hero - Big Discount",CTB-CCRNDTEZ,Harbour Concrete 390mm Round Countertop Basin - Natural Terrazzo,179.99,179.99,
"Marketing request - Wow, Hero - Big Discount",CTB-CCRNDLG,Harbour Concrete 390mm Round Countertop Basin - Concrete Grey,179.99,179.99,
Marketing request - Wow,CTB-CCFLTREGR,Harbour Concrete 520mm Fluted Rectangular Countertop Basin - Seafoam Green,189.99,189.99,
,WN80CH,Vellamo Terra Extra Large 1 Bowl Champagne Granite Composite Undermount Kitchen Sink & Waste Kit - 774 x 434mm,244.99,244.99,
,ALPHA-004,Isla Towel Rail - 600mm,40.99,40.99,
,dr-freddie-500-floor-bvu-oak,Drench Freddie 500mm Floorstanding Vanity Unit & Basin - Davos Oak,299.99,299.99,
,dr-freddie-500-floor-bvu-white,Drench Freddie 500mm Floorstanding Vanity Unit & Basin - Gloss White,284.99,284.99,
,dr-freddie-500-floor-bvu-green,Drench Freddie 500mm Floorstanding Vanity Unit & Basin - Reed Green,299.99,299.99,
,dr-freddie-500-floor-bvu-grey,Drench Freddie 500mm Floorstanding Vanity Unit & Basin - Dust Grey,299.99,299.99,
,KO-005,Drench Koko Freestanding Bath Shower Mixer Tap - Black,344.99,344.99,
,KO-025,Drench Koko Freestanding Bath Shower Mixer Tap - Gunmetal,349.99,349.99,
,KO-035,Drench Koko Freestanding Bath Shower Mixer Tap - Brushed Bronze,369.99,369.99,
,Harbour-Virtue-600-VU-Go-Fr-GR,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Black Framed Shelf & Grey Basin - Grey Oak & Matt Black Handle",539.99,539.99,
,Harbour-Virtue-600-VU-Go-GR,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination & Grey Basin - Grey Oak & Matt Black Handle,409.99,409.99,
,Harbour-Virtue-600-VU-Mg-Fr-Gr,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Black Framed Shelf & Grey Basin - Matt Grey & Matt Black Handl",549.99,549.99,
,Harbour-Virtue-600-Wall-VU-Mg-Gr,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination Grey Basin - Matt Grey & Matt Black Handle,449.99,449.99,
,virtue-600-vu-GO-GR-BBh,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination & Grey Basin - Grey Oak & Brushed Brass Handle,449.99,449.99,
,virtue-600-vu-GO-GR-BBh-BBfr,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Brushed Brass Frame Shelf & Grey Basin - Grey Oak & Brushed Br",589.99,589.99,
,virtue-600-vu-MG-GR-BBh,Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination & Grey Basin - Matt Grey & Brushed Brass Handle,469.99,469.99,
,virtue-600-vu-MG-GR-BBh-BBfr,"Harbour Virtue 600mm Wall Hung Vanity Unit with LED Illumination, Brushed Brass Frame Shelf & Grey Basin - Matt Grey & Brushed B",609.99,609.99,
,dr-emily-600-wm-1dw-gw-tb-acc-mb,"Drench Emily 600mm Gloss White Wall Mounted 1 Drawer Vanity Unit, Thin Edged Basin and Matt Black Handle & Overflow",279.99,279.99,
,dr-emily-600-wm-2dw-gw-tb-acc-bb,"Drench Emily 600mm Gloss White Wall Mounted 2 Drawer Vanity Unit, Thin Edged Basin and Brushed Brass Handles & Overflow",334.99,334.99,
,dr-emily-600-wm-2dw-gw-tb-acc-mb,"Drench Emily 600mm Gloss White Wall Mounted 2 Drawer Vanity Unit, Thin Edged Basin and Matt Black Handles & Overflow",334.99,334.99,
,dr-emily-600-wm-1dw-gw-tb-acc-bb,"Drench Emily 600mm Gloss White Wall Mounted 1 Drawer Vanity Unit, Thin Edged Basin and Brushed Brass Handle & Overflow",279.99,279.99,
,dr-emily-600-fs-2dr-hb-tb-acc-bb,"(DC) Drench Emily 600mm Hacienda Black Floorstanding 2 Door Vanity Unit, Thin Edged Basin and Brushed Brass Handles & Overflow",319.99,319.99,
,dr-emily-600-fs-2dr-hb-tb-acc-mb,"(DC) Drench Emily 600mm Hacienda Black Floorstanding 2 Door Vanity Unit, Thin Edged Basin and Matt Black Handles & Overflow",319.99,319.99,
,VELMIRROR004,"Vellamo LED Frame Mirror with Touch Sensor, Demister & Bluetooth - 1200 x 600mm",249.99,249.99,
Overstock,30303-C,Cramer Professional Ceramic & Enamel Bath Rubber,13.99,13.99,
,NBV174,Hudson Reed 480mm Rectangular Semi-Recessed Countertop Basin,99.99,99.99,
,dr-jack-450-wm-vb-gw,Jack 460mm Wall Mounted Gloss White Vanity Unit & Basin,169.99,169.99,
,HBSTAT15,Harbour Status Matt Black Glass Shelf,31.99,31.99,
,ALINA-200-BLK,Alina Round Matt Black Cosmetic Magnifying Wall Mirror - 200mm,84.99,84.99,
,dr-emily-500-fs-gw-squre-hrb,Emily 500mm Floorstanding Unit and Countertop - Gloss White - Square Hudson Reed Countertop Basin,269.99,269.99,
,dr-emily-500-wm-1drw-hrsc-dw,(DC) Emily 500mm Wall Mounted Driftwood 1 Drawer Unit and Hudson Reed Square Countertop Basin,279.99,279.99,
,dr-emily-500-wm-1drw-hrsc-gw,Emily 500mm Wall Mounted Gloss White 1 Drawer Unit and Hudson Reed Square Countertop Basin,259.99,259.99,
,dr-emily-500-wm-1drw-hrsc-hb,(DC) Emily 500mm Wall Mounted Hacienda Black 1 Drawer Unit and Hudson Reed Square Countertop Basin,279.99,279.99,
,dr-emily-500-wm-2drw-hrsc-gw,Emily 500mm Wall Mounted Gloss White 2 Drawer Unit and Hudson Reed Square Countertop Basin,314.99,314.99,
,emily-500-wm-1dw-gw-hrsq-hdl-bb,Drench Emily 500mm Gloss White Wall Mounted 1 Drawer Unit with Brushed Brass Handle and Hudson Reed Square Countertop Basin,279.99,279.99,
,emily-500-wm-1dw-gw-hrsq-hdl-mb,Drench Emily 500mm Gloss White Wall Mounted 1 Drawer Unit with Matt Black Handle and Hudson Reed Square Countertop Basin,279.99,279.99,
,emily-500-wm-2dw-gw-hrsq-hdl-bb,Drench Emily 500mm Gloss White Wall Mounted 2 Drawer Unit with Brushed Brass Handles and Hudson Reed Square Countertop Basin,344.99,344.99,
,emily-500-wm-2dw-gw-hrsq-hdl-mb,Drench Emily 500mm Gloss White Wall Mounted 2 Drawer Unit with Matt Black Handles and Hudson Reed Square Countertop Basin,344.99,344.99,
,erin-1200-fs-4-dwr-bl-vu-wt-bsn,Drench Erin 1200mm Floorstanding Matt Blue 4 Drawer Vanity Unit & Worktop with 2 x Hudson Reed Square Countertop Basins,739.99,739.99,
,erin-1200-fs-4-dwr-blu-vu-wt,Drench Erin 1200mm Floorstanding Matt Blue 4 Drawer Vanity Unit & Worktop,629.99,629.99,
,erin-1200-wm-4-dwr-bl-vu-wt-bsn,Drench Erin 1200mm Wall Mounted Matt Blue 4 Drawer Vanity Unit & Worktop with 2 x Hudson Reed Square Countertop Basins,719.99,719.99,
,erin-1200-wm-4-dwr-blu-vu-wt,Drench Erin 1200mm Wall Mounted Matt Blue 4 Drawer Vanity Unit & Worktop,599.99,599.99,
,erin-1200-wm-4-dwr-grn-vu-wt-bsn,Drench Erin 1200mm Wall Mounted Satin Green 4 Drawer Vanity Unit & Worktop with 2 x Hudson Reed Square Countertop Basins,719.99,719.99,
,erin-1200-wm-4-dwr-grn-vu-wt,Drench Erin 1200mm Wall Mounted Satin Green 4 Drawer Vanity Unit & Worktop,599.99,599.99,
,NBV163,Hudson Reed Square Countertop Basin,74.99,74.99,
,dr-emily-500-wm-1drw-arc-gw,Emily 500mm Wall Mounted Gloss White 1 Drawer Unit and Alana Rectangular Countertop Basin,229.99,229.99,
,dr-emily-500-wm-1drw-hrrc-gw,Emily 500mm Wall Mounted Gloss White 1 Drawer Unit and Hudson Reed Round Countertop Basin,294.99,294.99,
,dr-emily-500-wm-1drw-noc-gw,Emily 500mm Wall Mounted Gloss White 1 Drawer Unit,169.99,169.99,
,dr-emily-500-wm-1drw-vb-gw-mid,Emily 500mm Wall Mounted 1 Drawer Vanity Unit & Mid-Edged Basin - Gloss White,214.99,214.99,
,dr-emily-500-wm-1drw-vb-gw-min,Emily 500mm Wall Mounted 1 Drawer Vanity Unit & Minimalist Basin - Gloss White,214.99,214.99,
,dr-emily-500-wm-1dw-gw-tb-acc-bb,"Drench Emily 500mm Gloss White Wall Mounted 1 Drawer Vanity Unit, Thin Edged Basin and Brushed Brass Handle & Overflow",249.99,249.99,
,dr-emily-500-wm-1dw-gw-tb-acc-mb,"Drench Emily 500mm Gloss White Wall Mounted 1 Drawer Vanity Unit, Thin Edged Basin and Matt Black Handle & Overflow",249.99,249.99,
Hero - Big Discount,CRUB4936WH/,Rangemaster Rustique 1 Bowl Inset/Undermount Fireclay White Ceramic Kitchen Sink & Waste Kit - 557 x 430 mm,199.99,199.99,
Hero - Big Discount,NIM1051/,Leisure Nimbus 1 Bowl Stainless Steel Kitchen Sink with Reversible Drainer - 1000 x 500mm,,99.99,
Hero - Big Discount,NIM1052/,Leisure Nimbus 1.5 Bowl Stainless Steel Kitchen Sink with Reversible Drainer - 1000 x 500mm,,119.99,
,CO711DM,Crosswater Cucina Cook Dual Control Mono Kitchen Mixer with Flexi Spray - Matt Black,279.99,279.99,
,HBCLAKT01,Vellamo Kara Single Lever Mono Kitchen Mixer Tap - Brushed Copper,119.99,94.99,
,dr-emily-600-fs-2drw-vb-gw-min,Emily 600mm Floorstanding 2 Drawer Vanity Unit & Minimalist Basin - Gloss White,314.99,314.99,
,dr-emily-1100-min-cist-gw,Drench Emily 1100mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin and Cistern - White Gloss,459.99,459.99,
,dr-emily-1100-min-gw,Drench Emily 1100mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin - White Gloss,439.99,439.99,
,dr-emily-1100-min-530-cist-gw,"Drench Emily 1100mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin, 520mm Projection Toilet and Cistern - White G",554.99,554.99,
,dr-emily-1100-min-530-gw,Drench Emily 1100mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin and 520mm Projection Toilet - White Gloss,524.99,524.99,
,dr-emily-1100-min-525-cist-gw,"Drench Emily 1100mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin, 480mm Projection Toilet and Cistern - White G",619.99,619.99,
,dr-emily-1100-min-525-gw,Drench Emily 1100mm Combination Bathroom Toilet & Sink Unit with Minimalist Basin and 480mm Projection Toilet - White Gloss,599.99,599.99,
,BRASSACC-003,Isla Double Robe Hook - Brushed Brass,27.99,27.99,
,dr-erin-500-wmnt-vnty-u-bsn-sblk,Drench Erin 500mm Wall Mounted Vanity Unit & Basin - Soft Black,204.99,204.99,
,harbour-clar-500-fs-ct-mgg,Harbour Clarity 500mm Floorstanding Vanity Unit & Countertop - Matt Graphite Grey,369.99,369.99,
,harbour-clar-500-fs-ct-mgg-a335,Harbour Clarity 500mm Floorstanding Vanity Unit & Countertop - Matt Graphite Grey - Alana 335mm Basin,444.99,444.99,
,harbour-clar-500-fs-ct-mgg-hr,Harbour Clarity 500mm Floorstanding Vanity Unit & Countertop - Matt Graphite Grey - Hudson Reed Round Basin,489.99,489.99,
,harbour-clar-500-fs-vb-mgg,Harbour Clarity 500mm Floorstanding Vanity Unit & Basin - Matt Graphite Grey,389.99,389.99,
,VELKORKT03,Vellamo Koro Single Lever Mono Kitchen Mixer Tap - Brushed Copper,94.99,94.99,
,BRCARKT02,Butler & Rose Carlton Traditional Kitchen Bridge Mixer Tap - Crosshead Handles,114.99,114.99,
,vellamo-rigel-3-1-bwt-boiler-chr,Vellamo Rigel Traditional Cruciform 3-in-1 Instant Boiling Water Tap with Boiler & Filter - Chrome,369.99,369.99,
,erin-600-wm-1dwr-vu-wt-s-blk,Drench Erin 600mm Wall Mounted Soft Black 1 Drawer Vanity Unit with Worktop,204.99,204.99,
,erin-600-wm-1dwr-vuwt-sblk-hrrec,Drench Erin 600mm Wall Mounted 1 Drawer Soft Black Vanity Unit & Worktop with Hudson Reed Rectangular Countertop Basin,259.99,259.99,
,VELFORT14,Vellamo Forte Soap Basket,27.99,26.99,
,HBCLA59,Harbour Clarity Matt Black Double Glass Shelf,94.99,94.99,
,LILI-500WCUNIT-ANTHRACITE,Dylan Lili 500mm Back to Wall Toilet Unit - Anthracite,114.99,114.99,
,TWS009,Premier Non Concussive Mono Basin Mixer,74.99,74.99,
,NSSQ1,Drench Polished Chrome Square Corner Bath Screen with Fixed Inline Panel - 1435 x 985mm,134.99,134.99,
,CHELAB,Butler & Rose Chelsea Ornate Thermostatic Angled Radiator Valves - Antique Brass,54.99,54.99,54.99
,VELREV08,Vellamo Reve Waterfall Tall Basin Mixer Tap - Chrome,124.99,124.99,
,HK150W,Brenton Standard Electric Heating Element 150W,31.99,31.99,31.99
,TD100L-ST,Vellamo Horizon Large 1 Bowl Stone Granite Composite Sink & Waste Kit with Reversible Drainer - 1000 x 500mm,184.99,184.99,
,ANTHSTRSQ,Brenton Square Straight Radiator Valves - Anthracite,31.99,31.99,31.99
,dr-erin-500-fs-vu-bsn-wht,Erin 500mm Floorstanding Vanity Unit & Basin - Gloss White,204.99,204.99,
,BPR2905,Drench Erin 1700mm Straight Front Bath Panel - Matt Blue,104.99,104.99,
,NCSR1,Drench Curved Polished Chrome Hinged P-Bath Screen With Towel Rail - 1435 x 720mm,114.99,114.99,
,dr-1500p-front-panel-screen-lh-2,"Drench P Shaped Shower Bath, Curved Screen with Rail & Front Panel - Left Hand - 1500mm",339.99,339.99,
,dr-1500p-front-panel-screen-rh-2,"Drench P Shaped Shower Bath, Curved Screen with Rail & Front Panel - Right Hand - 1500mm",339.99,339.99,
,dr-1700p-bath-panel-and-screen-2,"Drench P Shaped Shower Bath, Curved Screen with Rail & Front Panel - Left Hand - 1700mm",379.99,379.99,
,dr-1700p-rh-bath-panel-screen-2,"Drench P Shaped Shower Bath, Curved Screen with Rail & Front Panel - Right Hand - 1700mm",379.99,379.99,
,VELQUAD08,Vellamo Quadro Bath Pillar Taps - Chrome,64.99,58.99,
,VELFORT16,Vellamo Forte Toilet Brush & Holder,31.99,29.99,
,GD100-SG,Vellamo Rocca Compact 1 Bowl Shadow Grey Granite Composite Inset Kitchen Sink & Waste - 860 x 500mm,179.99,179.99,
,FINN-500X700-BLK,Finn Matt Black Framed Mirror - 500 x 700mm,94.99,94.99,
,NCG341,Harbour Acclaim Rimless Short Projection Wall Hung Toilet & Soft Close Seat,159.99,159.99,
,NBA210,Drench Straight Double Ended Bath - Square - 1700x750,174.99,174.99,
,VELFORT18,Vellamo Forte Towel Bar 640mm,36.99,31.99,
,HBALCKT02,Harbour Alchemy Kitchen Mono Mixer Tap - Brushed Nickel & Black,109.99,109.99,
,CLA1441,Butler & Rose Ophelia 500mm Back to Wall Toilet Unit - Soft Black,119.99,119.99,
,GLASS006,i6 Double Door Quadrant 1200 x 900mm (Harbour),279.99,279.99,
,GD150-WH,Vellamo Rocca 1.5 Bowl White Granite Composite Inset Kitchen Sink & Waste - 1000 x 500mm,199.99,199.99,
,ELLA-TALLBOY-GREEN,Ava 1400mm Wall Mounted Tall Storage Cabinet - Green,259.99,259.99,
,ACO1856.3C,Brenton Olympus Vertical 3 Column Anthracite Radiator - 1800 x 560mm,369.99,369.99,359.99
,HBCLA69,Harbour Clarity Matt Black Soap Basket,34.99,29.99,
,SMSL15BP-E6,Harbour Primrose 6mm Single Matt Black Sliding Shower Door - 1500mm,289.99,289.99,
,SCUD8Q,i8 Double Door Quadrant 800mm (Harbour),349.99,349.99,
,HBALCKT05,Harbour Alchemy Kitchen Mono Mixer Tap - Polished Chrome,109.99,109.99,
,TRV012,Brenton 15mm Straight Manual Radiator Valves - Carbon Anthracite,26.99,26.99,25.99
,VELMIRROR007,Vellamo LED Illuminated Bathroom Mirror with Demister Pad & Shaver Socket - 600 x 800mm,114.99,114.99,
,NCS150,"Drench Emma Pan With Cistern, Fittings & Seat (Melbourne)",104.99,104.99,
,NOIR-LED-600-BLK,Drench Noir LED Illuminated Round Black Framed Mirror with Demister Pad & Colour Change LED - 600mm,174.99,174.99,
,HBCLA63,Harbour Clarity Matt Black Glass Shelf,43.99,43.99,
,HBCLA71,Harbour Clarity Matt Black Soap Dispenser,31.99,25.99,
,NU-047,Drench Core Side Lever Basin Mixer Tap - Matt Black,114.99,114.99,
,HBCLKN14,Harbour Clarity Knurled Tall Basin Mixer Tap - Gunmetal,184.99,184.99,
,NSS7BP,Vellamo City 6mm Matt Black Curved Corner Hinged Bath Screen - 1430 x 785mm,119.99,119.99,
,SEA002UN,Butler & Rose UNI 2 Darcy Premium White Soft Close Seat,31.99,31.99,
,br-ben-1taphole-500-b-full-ped,Butler & Rose Benedict 500mm Full Pedestal & Basin - 1 Tap Hole,94.99,94.99,
,br-ben-1taphole-600-basin-fped,Butler & Rose Benedict 600mm Full Pedestal & Basin - 1 Tap Hole,109.99,109.99,
